Drop Height,Capillary Radius,R-s,R-e,Smax,Beta
2.3055604092132387,0.09864063648451686,0.46992064360252694,1.0176199106048098,3.2594100000000004,0.1
2.3229469325130383,0.08386450372066769,0.4604099746103746,1.01771920165925,3.285811428571429,0.1
2.3477612419974334,0.07883753744610768,0.4402499494510965,1.0173971870710472,3.3122128571428573,0.1
2.372782129431413,0.0811464597236438,0.4546846815471829,1.0193783496899111,3.338614285714286,0.1
2.398734735946066,0.09154609137123412,0.46131923157569155,1.0171295894930148,3.3650157142857147,0.1
2.4250082437880858,0.10832830532129638,0.45571593820728007,1.0174676949177281,3.391417142857143,0.1
2.4394783751882056,0.12290791145758763,0.4406356519189027,1.0204428965881363,3.4178185714285716,0.1
2.4704415460894387,0.1497061112117575,0.4493775775406647,1.0160222748199281,3.44422,0.1
2.4770248434540947,0.16507491546180242,0.459900371911097,1.018862276684991,3.470621428571429,0.1
2.5032154507547797,0.19245425330505941,0.4732965186101307,1.0170681815167417,3.4970228571428574,0.1
2.504310334423811,0.2073073573809415,0.46933684597126984,1.0128374213525695,3.523424285714286,0.1
2.518404403891106,0.22971283519788782,0.4506676086403769,1.0142725476113448,3.5498257142857144,0.1
2.53238600138335,0.241841505841658,0.4659351078659148,1.0162679274411963,3.5762271428571433,0.1
2.549380824179564,0.27684535762328216,0.44594753748752947,1.014706032903057,3.6026285714285717,0.1
2.5617155415553596,0.2989621680330932,0.46054151124491544,1.0200572384020385,3.62903,0.1
2.569922358707769,0.3190204732844076,0.4587002322087731,1.0176106698745746,3.6554314285714287,0.1
2.589611915516784,0.34468439191156724,0.45815784088449085,1.0220251248832486,3.681832857142857,0.1
2.6059612584187466,0.36850576926275164,0.4572529303190444,1.019503818569232,3.708234285714286,0.1
2.6199909844163107,0.39098248180184986,0.45094322561978684,1.0155950407703507,3.7346357142857145,0.1
2.632638885850305,0.41255809081492245,0.43589209505585436,1.0199378710247755,3.761037142857143,0.1
2.6434522671727585,0.4330059213989954,0.45102196261817584,1.0164750919608272,3.7874385714285714,0.1
2.6631628144379342,0.4573381593274101,0.4705304041036791,1.018706672047351,3.81384,0.1
2.673732142388951,0.4770622540059605,0.43940495384846184,1.0201433232847374,3.840241428571429,0.1
2.698358932244717,0.5029258169247517,0.4683543175988283,1.0134700169155588,3.8666428571428573,0.1
2.7026017319429942,0.5190592839386466,0.4573871306731043,1.016239819637414,3.8930442857142857,0.1
2.7177540687925132,0.5398166535250504,0.452447010801718,1.0170254607046991,3.919445714285714,0.1
2.7354340186507287,0.5613068643339968,0.4543971611973564,1.0192503063467007,3.9458471428571427,0.1
2.746167800241542,0.5792737386249178,0.4721993184010723,1.014982953415608,3.9722485714285716,0.1
2.779725797079102,0.6069378390359804,0.47501530093377914,1.015425079276563,3.99865,0.1
2.7945060920462517,0.6258089217639651,0.4761017861398792,1.0171075295837944,4.0250514285714285,0.1
2.807986205381336,0.6436724422066572,0.461665428040828,1.0197294624610522,4.051452857142857,0.1
2.822568991265201,0.6615721355058023,0.4623317216980792,1.0178202999511035,4.077854285714285,0.1
2.846111053560763,0.6828784114468732,0.4633436488215896,1.0182895646789158,4.104255714285714,0.1
2.864185380368907,0.7013317785186975,0.45255942126117,1.0171365246070059,4.130657142857142,0.1
2.8682038600483346,0.7133042062504753,0.4875291542292168,1.0132110945642514,4.157058571428571,0.1
2.8951575298025074,0.7345747284554115,0.45464172866136,1.0166664760959307,4.18346,0.1
2.925200106206168,0.7566107430625888,0.45607731638213134,1.0181874965676965,4.209861428571428,0.1
2.93062517614848,0.7677544856937978,0.4411759871603548,1.0219619813590215,4.236262857142857,0.1
2.95711039322275,0.7872434275673537,0.4646121341998783,1.0188248498436345,4.262664285714285,0.1
2.9849095400530308,0.8067340598447078,0.4658750204669705,1.0137751996075277,4.289065714285714,0.1
3.0032244089007896,0.8217430312034869,0.4702864881889718,1.0156860724595804,4.315467142857143,0.1
3.0083782096390985,0.8308006481840098,0.4572081959464372,1.0222106531614572,4.341868571428571,0.1
3.0421398622916804,0.8511345123372359,0.4582007806085554,1.0173469378593953,4.36827,0.1
3.0627165490763972,0.8654934328418376,0.46574365650320293,1.0182448171527767,4.394671428571428,0.1
3.0926689595466006,0.8831389838034491,0.4519298437610072,1.0184907571649089,4.421072857142857,0.1
3.1051500754730927,0.8931180918309215,0.45437423668328036,1.0188601700993594,4.447474285714286,0.1
3.1333267375768847,0.9089360605701943,0.4585586087435717,1.0142797990468846,4.473875714285714,0.1
3.151306348501635,0.920075129518095,0.48828865251359843,1.0164717977284787,4.500277142857143,0.1
3.180926175461019,0.9353602227074637,0.45316590763808734,1.0213664119424088,4.526678571428571,0.1
3.189691989626388,0.9417154827984208,0.451867366911865,1.0159228013003043,4.55308,0.1
2.4026216635624578,0.09271142054860042,0.491861654218487,1.0199675885108344,3.3491982507288633,0.1142857142857143
2.4268796757588755,0.09672378875081644,0.4873829630212619,1.0215342929706797,3.3742986945915394,0.1142857142857143
